10,4,0.999,9.240448885942572e-05,7.824194074728355e-05
50,16.0,0.999,6.759881020469806e-05,0.00034326490284978297
100,4.0,0.99,2.596865281427392e-05,6.4389007201393026e-06
1000,4.0,0.999,8.445510465278655e-05,8.097705221524458e-06
