1,50,8,0.99,0.0000010440935964081462,0.00048823934440524625
5,10,8,0.999,0.00009372013277018617,0.0004839787871984594
5,50,8,0.99,0.00008564226083679329,0.00025507257110890795
5,100,4,0.9999,0.00001314502207017057,0.00020203168194035266
5,1000,8,0.99,0.00009819749578177148,0.000025306716157811898
10,50,4,0.99,0.00009728830318236782,0.000015505290141161488
100,50,4,0.9999,0.00009927168807111871,0.0001309002645734938
