10,4,0.999,5.327425307423771e-06,1.7281897382063274e-05
50,8.0,0.99,1.190658615322477e-05,0.00018134159726170815
100,4.0,0.99,1.7505552170272988e-05,8.74507682119073e-05
1000,16.0,0.999,2.3911902714569696e-05,1.4984639724184639e-05
